year,set_name,cards_missing_images,set_adds_last_90_days,set_adds_all_time,set_unique_collectors,set_wishlist_adds
2025,2025 Topps Chrome Marvel - Marvel Comics Facsimile Autographs Red,4,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Guardian Graphs Triples Printing Plates Black,3,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Hitting the Target Green,20,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Falcon Red,90,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Close Quarters Combat Blue,15,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Night Adventures Dragon Scale,10,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Immortals and Mortals Gold,15,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel X-Men - Grandiose,1,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Battle Spectrum Gold,12,0,0,0,0
2026,It's Clobberin' Time - SuperFractor,20,0,0,0,0
2015,2015 Rittenhouse Marvel The Avengers Silver Age - Case Incentive Sketches,1,0,0,0,0
2026,First Family - Black,20,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Aliases Printing Plates Black,15,0,0,0,0
2025,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Red,10,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Hidden Metal Relics Gold,24,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Precious Metal Gems Magenta,12,0,0,0,0
2021,2021 Upper Deck Marvel Black Diamond - Sketches,1,0,0,0,0
2026,Superfractor 1/121,1,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Heavyweights Printing Plates Magenta,18,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Red Foil,100,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel Iconic Debut Black,16,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Gold Spectrum Foil,100,0,0,0,0
2026,Superfractor 1/161,1,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Fully Equipped,20,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - The Power to do Better Acetate,10,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Red Spectrum Foil,84,0,0,0,0
2023,2023 Flair Marvel - Spring,3,0,0,0,0
2026,Superfractor 1/36,1,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Galactic Garb Triple Memorabilia,15,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Blue,70,0,0,0,0
2015,2015 Upper Deck Marvel Ant-Man - Bronze,1,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Flipped FX Printing Plates Magenta",90,0,0,0,0
2020,2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - One Shot,7,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Silver Sparkle,18,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Emerald Green Foil,33,0,0,0,0
2022,2022 Upper Deck Marvel Black Panther: Wakanda Forever Weekly - SSP Variants,5,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Noble Funerals Blue,10,0,0,0,0
1996,1996 Fleer/SkyBox Marvel Motion - VirtualVision,1,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Blue,3,0,0,0,0
2011,2011 Rittenhouse Marvel: Dangerous Divas - Sketch Cards,1,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - First Anniversary White,37,0,0,0,0
2019,2019 Flair Marvel - Sketch Artist,1,0,0,0,0
2024,"2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - So, THAT Just Happened Black Speckle",16,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Ensemble Orange,15,0,0,0,0
2025,2025 Topps Chrome Marvel - SuperFractor,100,0,0,0,0
2023,2023 Upper Deck Marvel Anime Vol. 2 - Power Level Artist Autographs,25,0,0,0,0
2026,Orange X-Fractor,200,0,0,0,0
2023,2023 Upper Deck Marvel Ant-Man and the Wasp: Quantumania Weekly - Achievements,3,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Peter Parker Red,3,0,0,0,0
2025,2025 Topps Mint Marvel - Black Shimmer,19,0,0,0,0
2013,2013 Rittenhouse Women of Marvel Series 2 - Promos,3,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Symmetry,30,0,0,0,0
2010,2010 Rittenhouse 70 Years of Marvel Comics - Foil,3,0,0,0,0
2015,2015 Fleer Retro Marvel - Printing Plate Cyan,60,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Golden Treasures,139,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Top 10 Villains Printing Plates Yellow,10,0,0,0,0
2025,2025 Kakawow Aura Marvel - Aura Gold Peacock,84,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - 1963,23,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Sand,90,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Villains Printing Plates Cyan,10,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Retro Animated Series Die Cut,18,0,0,0,0
2023,2023 Upper Deck Marvel Anime Vol. 2 - Chibi,47,0,0,0,0
2017,2017 Upper Deck Marvel Thor Ragnarok - Dyson Rip Short Prints,10,0,0,0,0
2015,2015 Fleer Retro Marvel - 1995 Flair Prints Case-Toppers,1,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,31,0,0,0,0
2024,2024 Topps Chrome Marvel - Marvel Giant-Size 50th Anniversary Oversized Box Topper Red Refractor,1,0,0,0,0
2019,2019 Upper Deck Marvel Deadpool - Sketch Artists,1,0,0,0,0
2023,2023 Kakawow Phantom Disney 100 Marvel - Final Frames,68,0,0,0,0
2025,2025 Topps Chrome Sapphire Edition Marvel Studios - Single Autographs Padparadscha Sapphire,3,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - Canvas High Series Printing Plates Cyan,10,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Printing Plate Black,100,0,0,0,0
2020,2020-21 Upper Deck Marvel Annual - Base Variant Cover Set Printing Plates Black,100,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Red Foil,90,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Precious Metal Gems Magenta,10,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Emotion Printing Plates Yellow,18,0,0,0,0
2026,Superfractor 1/140,1,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - 2018,7,0,0,0,0
2025,2025 Kakawow Aura Marvel - Major Events Purple,8,0,0,0,0
2025,2025 Kakawow Aura Marvel - Major Events Red,8,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Sketch,1,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel's Heroic Dawn The Fantastic Four Red,5,0,0,0,0
2025,2025 Kakawow Aura Marvel - Villains of Marvel Black,9,0,0,0,0
2026,Red Refractor,100,0,0,0,0
2025,2025 Kakawow Cosmos Marvel - Cosmos Black Gold,36,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Symmetry White Autographs,13,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Winter Soldier Blue,90,0,0,0,0
2023,2023 Upper Deck Funko Pop Marvel Infinity Saga - Sketch Artists,1,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Battle Booklet Sketches Luke Cage vs. Jessica Jones,1,0,0,0,0
2023,2023 Finding Unicorn Marvel Infinity Saga Origin - 2023 Finding Unicorn Marvel Infinity Saga Origin,100,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 2 - 2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 2,20,0,0,0,0
2022,2022 Marvel Masterpieces Variant Cover Plate,82,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - UD Portraits Gold,27,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Spider-Man Orange,8,0,0,0,0
2015,2015 Fleer Retro Marvel - 1992 Impel Uncanny X-Men Printing Plate Cyan,15,0,0,0,0
2023,2023 Upper Deck Marvel The Marvels Weekly - Achievements,3,0,0,0,0
2025,2025 Topps Chrome Marvel - Future Stars Gold Wave,8,0,0,0,0
2022,2022 Upper Deck Marvel Thor: Love and Thunder Weekly - Achievements,3,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Holofoil Speckle,20,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Spectromatic Printing Plates Black,20,0,0,0,0
2016,2016 Upper Deck Marvel Doctor Strange - Book of Cagliostro,3,0,0,0,0
2019,2019 Flair Marvel - Matter Achievements,3,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Glitz and Glam,25,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Shattered Reflections,90,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Beneath the Surface,1,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Spider-Man Black,10,0,0,0,0
2010,2010 Rittenhouse Marvel Heroes and Villains - Case Topper,5,0,0,0,0
2014,2014 Rittenhouse Marvel: Dangerous Divas 2 - Promos,4,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Dual-Panel Sketch Booklet,1,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Sketch Cards,1,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - The Snap Variations Superfractor,100,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Legacy Printing Plate Cyan,12,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Diamond Mine Triple Black,5,0,0,0,0
2026,World's Greatest Comic Magazine - Black,10,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Rainbow,100,0,0,0,0
2018,2018 Fleer Ultra X-Men - X-Men '92 Silver Foil,10,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Comic Clippings",99,0,0,0,0
2018,2018 Upper Deck Marvel's The Defenders - Five Fingers of the Hand Autographs,5,0,0,0,0
2026,Superfractor 1/114,1,0,0,0,0
2010,2010 Rittenhouse Marvel Heroes and Villains - Marvel's Most Wanted,9,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel Iconic Debut Blue,6,0,0,0,0
2026,Superfractor 1/12,1,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Printing Plates Cyan,60,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Spirits of Vengeance Gold Spectrum,9,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Holofoil Gold,90,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - We Are an Unusual Couple Printing Plates Magenta,18,0,0,0,0
2025,2025 Topps Chrome Marvel - Hidden Gems Gold,5,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Orange,75,0,0,0,0
2024,2024 Topps Chrome Marvel - SuperFractor,20,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Exquisite Nameplate,4,0,0,0,0
2023,2023 Upper Deck Marvel Premier - Black Foil,50,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Mysterious Mantis,5,0,0,0,0
2011,2011 Upper Deck Marvel Beginnings S1 - Printing Plates Cyan,100,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Mysterious Gene,16,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Villainous Measures Acetate,10,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - Wasp Wing Die Cut,13,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Battle Spectrum Printing Plate Achievements Yellow,5,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Artist Spotlight Printing Plates Cyan,10,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Printing Plates Black,75,0,0,0,0
2015,2015 Fleer Retro Marvel - 1995 Flair Prints Case-Toppers Printing Plate Black,1,0,0,0,0
2010,2010 Rittenhouse Marvel Heroes and Villains - Lenticular Flip Cards,7,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Travelers of the Night,10,0,0,0,0
2002,2002 FilmCardz Spider-Man - Autographs,7,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - Public Enemy #1,10,0,0,0,0
2026,Comic Book Artist Autographs - Black,29,0,0,0,0
2026,Dual Autographs,6,0,0,0,0
2013,2013 Fleer Retro Marvel - Metal Hardware,11,0,0,0,1
2022,2022 Fleer Ultra Marvel Avengers - Greatest Battles Gold Spectrum Foil,13,0,0,0,0
2023,2023 Finding Unicorn Marvel Infinity Saga Origin - Comic Covers Sepia,20,0,0,0,0
2025,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary Gold Wave,10,0,0,0,0
2021,2021 Upper Deck Marvel Legends (Gamestop) - Foil,60,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Hero Base,10,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Gold Wave Refractor,99,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Pure Madness,40,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Ensemble Sorcerer Spell,25,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Spotlight Limited Edition,20,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Aliases Printing Plates Magenta,18,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Red,100,0,0,0,0
2015,2015 Upper Deck Marvel Ant-Man - Pym Particles Double Character Memorabilia,6,0,0,0,0
2025,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary Black,10,0,0,0,0
2026,Finest Autographs - SuperFractor 1/1,13,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Flipped FX Purple,90,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Planet Metal Iron Armor Gold,19,0,0,0,0
2011,2011 Rittenhouse Marvel: Dangerous Divas - Foil,72,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Diamond Mine Quad,3,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Adornments Stockings Light FX Die Cuts,6,0,0,0,0
2024,2024 Topps Chrome Marvel - Mask Off Black Wave Refractor,6,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Comic Clippings Dual Autographs,10,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Daredevil: Born Again Gold Refractor,25,0,0,0,0
2026,Superfractor 1/87,1,0,0,0,0
2026,Superfractor 1/20,1,0,0,0,0
2019,2019 Upper Deck Marvel Studios The First Ten Years - Film Cels Manufactured Relics,11,0,0,0,0
2024,2024 Upper Deck Women of Marvel - Battle Time - Foil Lt Fx - Blue,24,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Sketch Horizontal,1,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Cover Variant Printing Plates Magenta,100,0,0,0,0
2022,2022 Upper Deck Marvel Unbound - Printing Plates Black,52,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Behind the Scenes Printing Plates Black,15,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - What If... Autograph,1,0,0,0,0
2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium - The Plot Thickens Printing Plates Cyan,10,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Galactic Garb Memorabilia,25,0,0,0,0
2016,2016 Upper Deck Marvel Annual - Top 10 Fights Printing Plate Yellow,10,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - In Action,12,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Comic Covers,92,0,0,0,0
2023,2023 Upper Deck Funko Pop Marvel Infinity Saga - Facsimile Signature,59,0,0,0,0
2026,Superfractor 1/155,1,0,0,0,0
2025,2025 Kakawow Cosmos Marvel - Single Script Art Black Gold,24,0,0,0,0
2026,Fantastic Science - Black,10,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Infinity Gems Time,4,0,0,0,0
2026,SuperFractor,100,0,0,0,0
2019,2019 Upper Deck Marvel Deadpool - Dead Patch,5,0,0,0,0
2025,2025 Topps Chrome Marvel - Gold Wave,100,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - X-Con Background Check Printing Plates Cyan,10,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - Holofoil Kaleidoscope,20,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - New Asgard Gold,10,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Hitting the Target Silver,20,0,0,0,0
2020,2020 Upper Deck Marvel Anime - Kaiju Artist Auto,8,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Glitz and Glam Gold,25,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Purple,37,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Eternals vs Deviants Gold,20,0,0,0,0
2024,2024 Topps Chrome Marvel - Marvel Giant-Size 50th Anniversary Oversized Box Topper SuperFractor,1,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Vol. 3 Speckle Autographs Gold,14,0,0,0,0
2018,2018 Upper Deck Marvel's The Defenders - Sketch Artist,1,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Black Foil,100,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - What If Autographs,90,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Spellcraft Stories Red,18,0,0,0,0
2023,2023-24 Upper Deck Marvel Annual - Crystal Clear,132,0,0,0,0
2025,2025 Topps Chrome Marvel - Iron Man Gold Black,10,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Spider-Man Cyan,2,0,0,0,0
2018,2018 Upper Deck Marvel Masterpieces - Sketch Artists,1,0,0,0,0
2025,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary Gold Wave,10,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Red,37,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - It's Proprietary Gwen Stacy White,1,0,0,0,0
2024,2024 Topps Chrome Marvel - Red Refractor,24,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - Sound of Lightning,20,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - New Avengers Logo Variation,25,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Character Profiles Printing Plates Cyan,10,0,0,0,0
2026,Fantastic Science - SuperFractor,10,0,0,0,0
2026,Superfractor 1/64,1,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Rainbow Red,28,0,0,0,0
2026,Superfractor 1/151,1,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Planet Metal Copper,29,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Thunderbolts Superfractor,25,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Rainbow Foil,90,0,0,0,0
2025,2025 Topps Chrome Marvel - Orange,100,0,0,0,0
2024,2024 Topps Chrome Marvel - Marvel Giant-Size 50th Anniversary Oversized Box Topper,1,0,0,0,0
2026,Finest Autographs - Purple Refractor,13,0,0,0,0
2015,2015 Rittenhouse Marvel The Avengers Silver Age - Avengers Assemble,7,0,0,0,0
2026,Superfractor 1/76,1,0,0,0,0
2015,2015 Fleer Retro Marvel - 1960 Fleer Printing Plate Black,21,0,0,0,0
2022,2022 Upper Deck Marvel Unbound - Acetate Quarterly Achievements,4,0,0,0,0
2023,2023 Kakawow Phantom Disney 100 Marvel - Die Cuts,72,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Vol. 3 Printing Plates Magenta,20,0,0,0,0
2024,2024 Topps Chrome Sapphire Edition Marvel - Wolverine 50th Anniversary (Iconic Moments) Papradascha Sapphire,5,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - Omnipotence City Red,18,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Battle Spectrum Rainbow,5,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Infinity Stones Space Stone Gold,20,0,0,0,0
2020,2020 Upper Deck Marvel Ages - Comic Clippings,19,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Medallions Titian,50,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,18,0,0,0,0
2023,2023 Fleer Throwbacks '89 Marvel Edition - Red,30,0,0,0,0
2024,2024 Topps Chrome Marvel - Wolverine 50th Anniversary (Through the Years) Black Wave Refractor,5,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Red,100,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Medallions Gold,50,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Printing Plate Yellow,100,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Sorcerer Spell,75,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - 2018-19 Upper Deck Marvel Annual,1,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Sketch Artists 5x7,1,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Printing Plates Cyan,90,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - We Are an Unusual Couple Printing Plates Cyan,18,0,0,0,0
2021,2021 Upper Deck Marvel Black Widow - Globetrotting,10,0,0,0,0
2026,Superfractor 1/189,1,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Printing Plates Cyan,60,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Printing Plates Black,90,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Battle Booklet Sketches Mister Fantastic vs. Doctor Doom,1,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - All Wrapped Up Purple,10,0,0,0,0
2008,2008 Rittenhouse Iron Man - Promos,2,0,0,0,0
2024,2024 Topps Chrome Marvel - Purple Refractor,3,0,0,0,0
2011,2011 Upper Deck Marvel Beginnings S1 - 2011 Upper Deck Marvel Beginnings S1,100,0,0,0,0
2016,2016 Upper Deck Marvel Annual - Top 10 Story Arcs Printing Plate Black,10,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Story of Hope Summers Pprinting Plates Magenta,9,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Character Profiles Printing Plates Black,10,0,0,0,0
2016,2016 Upper Deck Marvel Annual - Top 10 Fights Printing Plate Magenta,10,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Strange Tales Blue,18,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 1 - Autographs - Bordered,1,0,0,0,0
2026,Superfractor 1/50,1,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Nemesis Golden Treasures,12,0,0,0,0
2015,2015 Upper Deck Marvel 3D - Sketch Cards,1,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - New Suits,5,0,0,0,0
2025,2025 Topps Chrome Marvel - Galactic Legends Gold Wave,10,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Night Adventures Printing Plate Achievements Cyan,10,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Spellcraft Stories Green,18,0,0,0,0
2026,MCU Triple Autographs,2,0,0,0,0
2023,2023 Finding Unicorn Marvel Infinity Saga Origin - Blue,100,0,0,0,0
2023,2023 Upper Deck Marvel Premier - Dual-Panel Sketch Cards,1,0,0,0,0
2025,2025 Clover Press The Marvel Art of Michael Turner - Metal Cards,1,0,0,0,0
2024,2024 Upper Deck Marvel Unbound - Printing Plate Magenta,52,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Royal Foil Pattern 1,1,0,0,0,0
2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium - Comic Connections,9,0,0,0,0
2026,Finest Timelines - Orange,10,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Legacy Printing Plate Black,12,0,0,0,0
2024,"2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - So, THAT Just Happened Green Speckle",16,0,0,0,0
